Category;Business Name;Opinions;TrustPilot Score;Subcategories;Adress;City;ZipCode
Casa y jardín;gasfriocalor.com;174;4,4;Proveedor de equipos de calefacción, Tienda especializada en aire acondicionado, Proveedor de sistemas de aire acondicionado, Proveedor de calderas;Calle Alenza, 1;Madrid;28003
Casa y jardín;micasademadera;141;4,4;Vivero;TV-7001, 552, 43440 L'Espluga de Francolí, Tarragona;L'Espluga de Francolí;43440
Casa y jardín;Graficflower;76;4,4;Floristería, Envío de flores;plaza costa del sol numero 12;Torremolinos;29620
Casa y jardín;Dekogar;28;4,4;Tienda de decoración e interiorismo;;;
Casa y jardín;Lamariacbd;27;4,4;Tienda de flores secas;;Blanca;30540
Casa y jardín;Kave Home ;15.589;4,3;Tienda de muebles;Tallers, 14;Sils;17410
Casa y jardín;LamparaDirecta;2883;4,3;Tienda de iluminación;Avenida Cortes Valencianas 58;Valencia;46015
Casa y jardín;Alice's Garden España;2362;4,3;Tienda de muebles de exterior;Carrer de Mallorca 289, entresuelo 2;Barcelona;08037
Casa y jardín;Madeingift.com;1416;4,3;Tienda de regalos, Tienda de camisetas personalizadas, Tienda de decoración e interiorismo;Sepúlveda 6, nave 18;Alcobendas;28108
Casa y jardín;www.maquinariadejardineria.net;1218;4,3;Tienda general;;;
Casa y jardín;Tu&Co;598;4,3;Tienda de artículos para el hogar, Tienda para la reforma del hogar;;;
Casa y jardín;Beliani España;548;4,3;Tienda de muebles;;;
Casa y jardín;Northdeco;401;4,3;Tienda de muebles, Tienda de decoración e interiorismo;Gaspar Fabregas i Roses 52, Nave 2;Barcelona;08950
Casa y jardín;Sillatea.com;324;4,3;Tienda de muebles;C/ Industria 101;Barcelona;08025
Casa y jardín;URNAS-FUNERARIAS.;194;4,3;Comercio;;;
Casa y jardín;Zaask;138;4,3;Mercado online, Servicios de limpieza, Servicio de mudanza y depósito, Remodelador, Diseñador web, Fotógrafo de casamientos;;;
Casa y jardín;Pinen;54;4,3;Vivero;;;
Casa y jardín;muebles-exterior.com;48;4,3;Tienda de muebles;;;
Casa y jardín;Jardín de Nerja;43;4,3;Tienda de muebles de exterior, Tienda de muebles, Tienda de mobiliario para jardín;Ctra. Málaga-Almería Km 290;Nerja;29780
Casa y jardín;Planfor.es;11.605;4,2;Vivero, Granja de árboles navideños, Vivero de plantas, Vivero mayorista;1950 Route de Cère;Uchacq;40090
Casa y jardín;ManoMano;10.973;4,2;Tienda de hágalo usted mismo, Tienda para la reforma del hogar;;;
Casa y jardín;THE MASIE;4563;4,2;Tienda de muebles, Tienda de iluminación, Tienda de mobiliario para salones;Avenida Menendez Pelayo Nº 36 - Bajos - Puerta CEN 08007 ;Madrid;28007
Casa y jardín;Colvin;1987;4,2;Envío de flores, Floristería, Diseñador floral;;;
Casa y jardín;RETRO EUROPE;1240;4,2;Tienda de muebles, Tienda de mobiliario para oficinas;Extremadura 9;Alicante;03158
Casa y jardín;ADT Alarmas España;811;4,2;Tienda de equipos de seguridad;Calle Pollensa 6;Las Rozas;28290
Casa y jardín;Ouroestores;750;4,2;Diseñador de interiores;Carrer de Nicaragua, 48, 5º 5ª;Barcelona;08029
Casa y jardín;ProduceShop - Spain - Official®;553;4,2;Casa y jardín;;;
Casa y jardín;Ibaños;222;4,2;Tienda de muebles;Camino de Ronda, nº 172 Bajo;Granada;18003
Casa y jardín;Artforma;222;4,2;Tienda de espejos, Tienda de insumos para baños;;;
Casa y jardín;Unique Poster;77;4,2;Tienda de decoración e interiorismo;;;
Casa y jardín;muemue.com;771;4,1;Tienda de mobiliario infantil, Tienda de ropa de cama, Tienda de muebles;VIAL 3 POL. INDUS LA VILA;Valencia;46819
Casa y jardín;Todo Muebles de Baño;622;4,1;Remodelador de baños;C/ Jose Luisperez Pujadas 17 4°D;Granada;18006
Casa y jardín;Shiito Hogar;326;4,1;Casa y jardín;;;
Casa y jardín;Groupsumi;268;4,1;Tienda de suministros eléctricos, Tienda de artículos para el hogar, Tienda para la reforma del hogar, Tienda de insumos para plomería / fontanería;;;
Casa y jardín;Percentil;179;4,1;Tienda de segunda mano;;;
Casa y jardín;Colchonexpres;166;4,1;Tienda de colchones;Calle del Mar Tirreno 8, nave A12;San Fernando de Henares, Madrid;28830
Casa y jardín;Dormitienda;104;4,1;Tienda de colchones, Fabricante de mobiliario, Tienda de artículos para el hogar, Colchonería, Servicio de transporte;calle colon , 1 ;valencia;46004
Casa y jardín;Playmarketshop;39;4,1;Tienda de artículos para el hogar;P. I. Riera de Caldes, Ronda Boada Vell, 6;Palau-solità i Plegamans;08184
Casa y jardín;telas.es;2370;4;Casa y jardín;Osterbrooksweg 35-45 ;Schenefeld;22869 
Casa y jardín;Decorabaño;1651;4;Remodelador de baños;C/ JOSE LUIS PEREZ PUJADAS 2 EDIF. FORUM 5;Granada;18006
Casa y jardín;MUEBLE DESIGN;1627;4;Tienda de muebles;;;
Casa y jardín;Orion91;817;4;Tienda de decoración e interiorismo, Ferretería, Tienda de artículos para el hogar, Tienda de patinetas, Tienda de herramientas y troqueles, Tienda de herramientas;Calle la Estación, Pol. Ind. Casals, 8;Xeresa (Valencia);46790
Casa y jardín;Lampamania;413;4;Tienda de iluminación;;;
Casa y jardín;Be.Green;282;4;Vivero de plantas;CL.FREDERIC MOMPOU, Nº3;Barcelona;08960
Casa y jardín;Almazan Knives;91;4;Tienda de suministros de cocina;;;
Casa y jardín;Decornatur;45;4;Diseñador de interiores;Carretera de Málaga Km 9;GRANADA;18320
Casa y jardín;PERCENTIL;36;4;Tienda de segunda mano;;;
Casa y jardín;vidaXL;3018;3,9;Tienda general;;;
Casa y jardín;efectoLED;2131;3,9;Tienda de iluminación, Proveedor de equipamiento eléctrico;;;
Casa y jardín;Teletienda Online;572;3,9;Tienda de artículos para el hogar, Empresa de electrónica, Tienda de accesorios de moda, Tienda de salud y belleza, Tienda de deportes;Calle Trajà, 5, Bajo;Barcelona;08004
Casa y jardín;Embargosalobestia;205;3,9;Tienda de artículos para el hogar;;Alhama de Murcia;30840
Casa y jardín;Regalosmiguel;63;3,9;Diseñador de interiores;Ctra. de Córdoba, Km. 432, Pol. Ind. La Vega, Naves 1-4;Atarfe;18230
Casa y jardín;habitissimo;51;3,9;Remodelador, Arquitecto, Remodelador de baños, Servicio de limpieza, Remodelador de cocinas, Decorador;Edificio Blue, Parcbit, Carrer Rita Levi, s/n, Palma, Illes Balears;Palma de Mallorca;07120
Casa y jardín;La Redoute España;3606;3,8;Zapatería, Tienda de ropa deportiva, Tienda para bebés, Tienda de muebles para dormitorio, Tienda de ropa infantil, Tienda de accesorios de moda, Tienda de muebles, Lencería, Tienda de ropa para hombres, Tienda de ropa interior, Tienda de ropa para mujeres;;;
Casa y jardín;Mondo Convenienza  España;1979;3,8;Tienda de muebles;;;
Casa y jardín;Mundodeltaburete;1191;3,8;Tienda de muebles;;;
Casa y jardín;MeQuedoUno;835;3,8;Tienda de electrodomésticos, Tienda de ordenadores y accesorios, Tienda de informática, Tienda de muebles, Tienda de deportes, Tienda de vinos;Copérnico 14, bajos;Barcelona;08021
Casa y jardín;Aquarelle.es;443;3,8;Envío de flores, Floristería, Diseñador floral, Mercado de flores;;;
Casa y jardín;Marmota;288;3,8;Tienda de colchones;Plaça de Pau Vila 1;Barcelona;08039
Casa y jardín;Befara;804;3,7;Tienda de muebles, Tienda de insumos para baños, Colchonería;Poligono el Pla, C/. Comerç, 2-22, nave 7-8;Sant Feliu de llobregat;08980
Casa y jardín;Clikalia;181;3,7;Agencia inmobiliaria, Inversiones inmobiliarias, Remodelador;Calle María De Molina, 7;Madrid;28006
Casa y jardín;CANAPI;86;3,7;Tienda de muebles;C/ Molina, 2;Valencia;46006
Casa y jardín;Venta-unica.com;1601;3,6;Casa y jardín;;;
Casa y jardín;Jolitec;260;3,5;Mayorista de equipos para fitness, Mayorista de electrodomésticos, Tienda de suministros de cocina, Tienda de patinetas;Zurbaran, 27;Badajoz;06002
Casa y jardín;Linda Semilla;49;3,5;Proveedor de semillas, Tienda de cannabis, Mercado online;Calle Peris Brell 7-D;Valencia;46022
Casa y jardín;SKLUM;59.699;3,4;Diseñador de interiores;Partida Tancaes, s/n;Villalonga;46720
Casa y jardín;BricoHerraje;115;3,4;Ferretería;;;
Casa y jardín;EcoInnova;60;3,4;Tienda de artículos para el hogar;;;
Casa y jardín;Autosolar Energy;34;3,4;Empresa de energía solar, Equipos y soluciones de energía, Contratista de energía solar, Proveedor de equipos de generación de energía solar;;;
Casa y jardín;Kainnas;62;3,3;Tienda de decoración e interiorismo;;;
Casa y jardín;Comifort;98;3,2;Casa y jardín;;;
Casa y jardín;FloraQueen;31.711;3,1;Mercado de flores;Calle Frederic Mompou n.3, 7ºB, Sant Just Desvern;Barcelona;08960
Casa y jardín;Menzzo.es;585;3,1;Tienda de muebles;;;
Casa y jardín;NEOFERR - Ferreteria on line y suministros industriales;58;3,1;Ferretería, Mayorista de electrodomésticos, Tienda de suministros eléctricos, Tienda de mobiliario para jardín, Tienda de insumos para plomería / fontanería, Proveedor de herramientas neumáticas;C/ García Galdeano 6, Local 50004 Zaragoza;ZARAGOZA;50004
Casa y jardín;Verdecora;38;3,1;Vivero de plantas;C/Fuente de la Teja 2;Madrid;28914
Casa y jardín;Securitas Direct España;2310;2,9;Tienda de equipos de seguridad;priegola 2;Pozuelo de alarcón;28224
Casa y jardín;Puntronic.com;126;2,8;Casa y jardín;;;
Casa y jardín;Conforama España;5264;2,7;Tienda de muebles, Tienda de electrodomésticos, Tienda de decoración e interiorismo, Tienda de suministros de cocina, Tienda de mobiliario para salones, Colchonería;Avda. Baix Llobregat, 1-3, Módulo A, Planta Baja · Parc de Negocis Mas Blau II;El Prat de Llobregat;08820
Casa y jardín;Sofanea;35;2,6;Tienda de muebles;Carrer Nou d'Octubre, 28;Gandía ;46701
Casa y jardín;Cash Converters - España;154;2,3;Tienda de segunda mano;;;
Casa y jardín;Tenvinilo | Tenstickers;402;2,2;Tienda de decoración e interiorismo;;;
Casa y jardín;La Casa de las Fundas;367;2,2;Casa y jardín;;;
Casa y jardín;Maisons du Monde;174;2,2;Casa y jardín;;;
Casa y jardín;Jardinitis;3691;2,1;Vivero, Proveedor de cabañas y edificaciones de jardín;Carrer de Vic 54A, 08120, La Llagosta, Barcelona;Barcelona;08120
Casa y jardín;Ecomerzpro;1233;2,1;Tienda de electrónica, Tienda de artículos de belleza, Tienda de equipos para fitness, Tienda de equipajes, Smart Shop;Calle Dublin 1 ;Las Rozas de Madrid ;28232 
Casa y jardín;Es Privalia;3935;2;Tienda outlet, Tienda de ropa deportiva, Tienda de calzados, Tienda de ropa infantil, Tienda de ropa, Tienda de artículos para el hogar;;;
Casa y jardín;KENAY HOME;265;1,9;Casa y jardín;;;
Casa y jardín;Eggo Cocinas;34;1,9;Casa y jardín;Calle Alto del Retiro;Madrid;28051
Casa y jardín;FloraChic;577;1,6;Envío de flores, Floristería;;;
Casa y jardín;GreenIce EU;62;1,5;Casa y jardín;Calle Copenhague;Las Rozas;28232
Casa y jardín;Cata Electrodomésticos S.L.;32;1,5;Casa y jardín;Carrer del Ter 2;Torelló;08570
Casa y jardín;Indesit;38;1,4;Casa y jardín;;;
Casa y jardín;Wellindal;3154;1,2;Tienda de muebles;;;
Comida, bebida y tabaco;Comprar Kefir .com;491;4,9;Tienda de comida sana, Tienda de alimentos naturales, Tienda de alimentos orgánicos, Tienda de productos orgánicos;;;
Comida, bebida y tabaco;Fast Buds (FastBuds);2834;4,8;Comida, bebida y tabaco;C/ PERILL 43;Barcelona;08012
Comida, bebida y tabaco;San Jamón;1071;4,8;Tienda de vinos;Calle del Propano, 40;Valladolid;47012
Comida, bebida y tabaco;Incapto Coffee;496;4,8;Tienda de café;Carrer de la Llacuna, 162-164 (Barcelona Activa);Barcelona;08018 
Comida, bebida y tabaco;La Cocreta;423;4,8;Comida, bebida y tabaco;;;
Comida, bebida y tabaco;AgroGardening;399;4,8;Servicios de paisajismo y jardinería, Tienda agrícola, Vivero, Tienda de artículos para el hogar, Tienda para la reforma del hogar, Tienda de herramientas;Ctra. Valencia, 1-3;Cuenca;16004
Comida, bebida y tabaco;Hempire Gardens;198;4,8;Tienda de cannabis, Herbolario, Tienda de hierbas, Mayorista;;;
Comida, bebida y tabaco;Spainiberico;182;4,8;Servicio de entrega de comestibles, Charcutería, Fiambrería, Tienda de jamón curado, Tienda de jamones, Tienda de vinos;Tomás Luis de Victoria 6.;Avila;05001
Comida, bebida y tabaco;Teinfusionas;129;4,8;Establecimiento de café;Bº las tiendas 1A;Igollo de Camargo;39608
Comida, bebida y tabaco;Wine Shop Lanzarote;109;4,8;Tienda de vinos;Calle Salinas 35, Pta 3;Tias;35510
Comida, bebida y tabaco;La Fabrica de Oro Beer;61;4,8;Tienda de bebidas alcohólicas;Polígono Industrial Los Llanos de San Pedro;El Espinar;40400
Comida, bebida y tabaco;Vapo;3797;4,7;Tienda de cigarrillos electrónicos;Calle Alcalá, 454, tienda Vapo;Madrid;28027
Comida, bebida y tabaco;Jamones Nevadensis;729;4,7;Fabricante de alimentos;Calle Carretera 48;Trevélez;18417
Comida, bebida y tabaco;decapote.com;364;4,7;Comida, bebida y tabaco;CARRETERA N1 – KM32,200;MADRID; 28750, SAN AGUSTIN DEL GUADALIX
Comida, bebida y tabaco;Cervezascanallas;351;4,7;Almacén de cerveza;;Elche;03202
Comida, bebida y tabaco;Jamón Alba Romero;250;4,7;Fabricante de alimentos, Tienda de jamones;Calle Jabugo, 1;Cala;21270
Comida, bebida y tabaco;Bebedistinto;191;4,7;Club de vino;;;
Comida, bebida y tabaco;Frankie the king;174;4,7;Tienda de suministros para mascotas, Comida a domicilio;;;
Comida, bebida y tabaco;CBD Barato;100;4,7;Tienda de cannabis, Tienda de flores secas, Envío de flores;Calle Vinapoló 13;València;46021
Comida, bebida y tabaco;El mercat online;88;4,7;Tienda de frutas y verduras, Granja orgánica, Tienda de alimentos orgánicos;Infant Marti;Terrassa;08224
Comida, bebida y tabaco;ONLYCBDFANS SL;58;4,7;Tienda de cannabis, Herbolario, Tienda de hierbas, Clínica del sueño, Tienda de artículos para el cuidado personal, Estudio de yoga;Carrer del Campament;Benimamet;46035 
Comida, bebida y tabaco;Muylocal;50;4,7;Tienda de alimentos;;;
Comida, bebida y tabaco;Supernovatostador;36;4,7;Comida, bebida y tabaco;;;
Comida, bebida y tabaco;Yavinoclub;35;4,7;Tienda de vinos;Calle Alcalde Luis Sánchez García, 16 Bajo;Alcantarilla (MURCIA);30820 
Comida, bebida y tabaco;Cannandalus CBD;32;4,7;Tienda de cannabis, Tienda de insumos de aromaterapia, Tienda de cosméticos, Tienda de flores secas, Tienda de cigarrillos electrónicos, Tienda de hierbas;;;
Comida, bebida y tabaco;Esencia del Mar;29;4,7;Pescadería, Mayorista de mariscos;Av. Principal, parcela 20-8B, Pol. Ind. Oeste;San Ginés;30169
Comida, bebida y tabaco;Allshisha;27;4,7;Tienda de pipas de agua;All Shisha Calle Alta 16, Montefrío, España;Granada;18270
Comida, bebida y tabaco;Ripper Seeds;380;4,6;Empresa de camisetas, Tienda de cannabis, Tienda de skateboarding;Carrer de Viladomat 202;Sabadell;08205
Comida, bebida y tabaco;Naranjas Amparo;193;4,6;Tienda de frutas y verduras;Calle Les Palmeres, nº 21;Benirredrà (València);46703
Comida, bebida y tabaco;Johnnie Walker Madrid;129;4,6;Tienda de bebidas alcohólicas;Calle Serrano 2;Madrid;28001
Comida, bebida y tabaco;Flower Farm CBD Shop ;103;4,6;Herboristería, Tienda de cannabis, Tienda de artículos para el cuidado personal;;;
Comida, bebida y tabaco;Experiencia Natural;71;4,6;Proveedor de semillas, Tienda de cannabis, Proveedor de fertilizantes, Proveedor de equipos para cultivos hidropónicos;Rúa Cabeza de Manzaneda 17;Ourense;32005
Comida, bebida y tabaco;uncanny.life;35;4,6;Tienda de salud y belleza, Tienda de cannabis, Tienda de cosméticos, Tienda de alimentos naturales, Tienda de nutrición deportiva;Calle Fernando el Santo 27;Madrid;28010
Comida, bebida y tabaco;Café Gourmet;31;4,6;Tienda de café, Café, Tostadoras de café, Mayorista de café;;;
Comida, bebida y tabaco;A Spanish Bite;28;4,6;Tienda de alimentos;;Laguna de Duero;47140
Comida, bebida y tabaco;Aceites Maeva S.L.U.;27;4,6;Empresa embotelladora de aceite de oliva;Parque Metropolitano, Av. Incar 8;Granada;18130
Comida, bebida y tabaco;Aquaservice;1673;4,5;Proveedor de agua embotellada;Carrer del Testar, 8 -Zona Industrial Molí de Paterna;Paterna;46980
Comida, bebida y tabaco;Frutamare;1527;4,5;Tienda de frutas y verduras;Ptda. El Tossalet, 33 – Finca Agrícola el Tossalet D;Denia;03709
Comida, bebida y tabaco;Take a Chef;315;4,5;Proveedor de catering;;;
Comida, bebida y tabaco;Impossiblebakers;194;4,5;Pastelería, Panadería, Comida a domicilio;;;
Comida, bebida y tabaco;Ultima de Affinity;121;4,5;Fabricante de alimentos;;;
Comida, bebida y tabaco;Foodsforyou;91;4,5;Supermercado chino, Supermercado de productos coreanos, Supermercado, Supermercado de alimentos;C/ Ali Bei, 44 4 2 Esc. 4;Barcelona;08013
Comida, bebida y tabaco;Chufamix;55;4,5;Equipos para el procesamiento de alimentos, Tienda de suministros de cocina;Carrer picapedrers 10;Alboraya;46120
Comida, bebida y tabaco;Supercbd;30;4,5;Smart Shop, Tienda de cannabis;Plaza Careaga;Almeria;04001
Comida, bebida y tabaco;Precaza S.A.;29;4,5;Charcutería, Mayorista de carne;Autovía A-2, Km. 129;Saúca;19262
Comida, bebida y tabaco;Frulogy;26;4,5;Tienda de frutas y verduras;Finca el Higueral ;Velez-Málaga;29792
Comida, bebida y tabaco;EUROGROW;1594;4,4;Servicio de plantas de interior, Tienda de cannabis;PASEO DEL CEMENTERIO 84;Avila;05004
Comida, bebida y tabaco;Drinks&Co ES;658;4,4;Comida, bebida y tabaco;;;
Comida, bebida y tabaco;Suministros Dolcenova;470;4,4;Tienda de chucherías, Tienda de galletas, Repostería;Calle Hierbabuena loc. 9-10;Alhaurín de la Torre;29130
Comida, bebida y tabaco;PevGrow.com ;249;4,4;Tienda de cannabis;Carrer Caixa d'Estalvis 76;L'Eliana;46183
Comida, bebida y tabaco;Cerealmarket;140;4,4;Tienda de chucherías;c/ CIUDAD DE FRIAS 17;MADRID;28021
Comida, bebida y tabaco;Ubbora;44;4,4;Tienda de alimentos gourmet;Calle del Quejigo 116;Alcobendas;28109
Comida, bebida y tabaco;Acomprarvino;28;4,4;Tienda de vinos, Tienda de alimentos gourmet;C/ Palomar, 11;Villalba de los Barros (Badajoz-España);06208
Comida, bebida y tabaco;Agua Eden;365;4,3;Proveedor de agua embotellada, Empresa de aguas minerales, Mayorista de suministros de oficina;Av. Sistema Solar 7 Nave-D  ;San Fernando de Henares;28830
Comida, bebida y tabaco;Foodinthebox;147;4,3;Agente de alimentos;;Madrid;28020
Comida, bebida y tabaco;Natural Suit CBD;83;4,3;Tienda de cannabis, Herbolario, Herboristería;;;
Comida, bebida y tabaco;Higeacbd;34;4,3;Farmacia, Tienda de cannabis, Tienda de cosméticos, Herboristería, Tienda de medicamentos orgánicos, Tienda de artículos para el cuidado personal;C/Manolo Quirós 2;Gijón;33213
Comida, bebida y tabaco;CBD Organics;25;4,3;Tienda de artículos para el cuidado personal, Tienda de cannabis, Herbolario, Herboristería, Tienda de hierbas, Tienda de vitaminas y suplementos;Convent, 5;Altea;03590
Comida, bebida y tabaco;Bodeboca;276;4,2;Tienda de bebidas alcohólicas;Calle Gustavo Fernandez Balbuena, 11;Madrid;28002
